sid,orig_text,post_text
1109,MỞ DANH SÁCH NHẠC CỦA ĐA LÁP,MỞ DANH SÁCH NHẠC CỦA ĐA LÁP
1110,MỞ BÀI CỨ CHIU THÔI,MỞ BÀI CỨ CHIU THÔI
1111,MÀU SẮC XU HƯỚNG HAI KHÔNG HAI HAI,MÀU SẮC XU HƯỚNG 2022
1112,GIUNG CÚC BI TI ÉT LÀ AI,GIUNG CÚC BI TI ÉT LÀ AI
1113,DỊCH CHÚC BẠN MỘT NGÀY TỐT LÀNH SANG TIẾNG TRUNG,DỊCH CHÚC BẠN MỘT NGÀY TỐT LÀNH SANG TIẾNG TRUNG
1114,BI TI ÉT LÀ AI,BI TI ÉT LÀ AI
1115,MƯỜI HAI GIỜ HÔM NAY CÓ NẮNG KHÔNG,12 GIỜ HÔM NAY CÓ NẮNG KHÔNG
1116,THỜI TIẾT TẠI MỸ LÚC MƯỜI HAI GIỜ,THỜI TIẾT TẠI MỸ LÚC 12 GIỜ
1117,THỜI TIẾT LÚC HAI MỐT GIỜ,THỜI TIẾT LÚC 21 GIỜ
1118,NHẮC TÔI HỌC TIẾNG TRUNG TRONG BA MƯƠI PHÚT NỮA,NHẮC TÔI HỌC TIẾNG TRUNG TRONG 30 PHÚT NỮA
1119,NHẮC TÔI ĂN TRƯA TRONG BA MƯƠI PHÚT NỮA,NHẮC TÔI ĂN TRƯA TRONG 30 PHÚT NỮA
1120,NHẮC TÔI GỌI CHO MẸ LÚC MƯỜI GIỜ,NHẮC TÔI GỌI CHO MẸ LÚC 10 GIỜ
1121,NHẮC TÔI TẬP THỂ DỤC TRONG BA MƯƠI PHÚT NỮA,NHẮC TÔI TẬP THỂ DỤC TRONG 30 PHÚT NỮA
1122,NHẮC TÔI ĐI NGỦ LÚC MƯỜI GIỜ TỐI NAY,NHẮC TÔI ĐI NGỦ LÚC 10 GIỜ TỐI NAY
1123,ĐẶT BÁO THỨC LÚC BẢY GIỜ SÁNG,ĐẶT BÁO THỨC LÚC 7 GIỜ SÁNG
1124,BÓT CÁT GIA ĐÌNH,BÓT CÁT GIA ĐÌNH
1125,BÓT CÁT HÔN NHÂN,BÓT CÁT HÔN NHÂN
1126,BÓT CÁT TÌNH YÊU,BÓT CÁT TÌNH YÊU
1127,BÓT CÁT VỀ TRUYỆN,BÓT CÁT VỀ TRUYỆN
1128,BÓT CÁT KINH PHẬT,BÓT CÁT KINH PHẬT
1129,BÓT CÁT NĂM KHÁC LÀ CỦA AI,BÓT CÁT NĂM KHÁC LÀ CỦA AI
1130,MỞ BÓT CÁT CỦA MINH HƯƠNG,MỞ BÓT CÁT CỦA MINH HƯƠNG
1131,BẬT BÓT CÁT,BẬT BÓT CÁT
1132,BẬT BÓT CÁT,BẬT BÓT CÁT
1133,MỞ RÂY ĐI Ô,MỞ RÂY ĐI Ô
1134,MỞ TIN TỨC VÀO LÚC CHÍN GIỜ MỖI SÁNG,MỞ TIN TỨC VÀO LÚC 9 GIỜ MỖI SÁNG
1135,MỞ RÂY ĐI Ô TẦN SỐ CHÍN CHÍN MÊ GA HÉC,MỞ RÂY ĐI Ô TẦN SỐ 99 MÊ GA HÉC
1136,MỞ RÂY ĐI Ô NHẠC,MỞ RÂY ĐI Ô NHẠC
1137,TIẾNG BI A NÔ,TIẾNG BI A NÔ
1138,TIẾNG VI Ô LÔNG,TIẾNG VI Ô LÔNG
1139,NGÀY BA THÁNG HAI LÀ NGÀY GÌ,NGÀY BA THÁNG HAI LÀ NGÀY GÌ
1140,BA MƯƠI THÁNG TƯ LÀ NGÀY GÌ,30 THÁNG 4 LÀ NGÀY GÌ
1141,BAO NHIÊU NGÀY NỮA ĐẾN BA MƯƠI THÁNG TƯ,BAO NHIÊU NGÀY NỮA ĐẾN 30 THÁNG 4
1142,MỘT THÁNG TƯ LÀ NGÀY GÌ,MỘT THÁNG 4 LÀ NGÀY GÌ
1143,BẬT LU TÚT,BẬT LU TÚT
1144,MỞ LU TÚT,MỞ LU TÚT
1145,TẮT LU TÚT,TẮT LU TÚT
1146,KỂ MƯỜI TRUYỆN CỔ TÍCH,KỂ 10 TRUYỆN CỔ TÍCH
1147,TẮT TI VI PHÒNG KHÁCH,TẮT TI VI PHÒNG KHÁCH
1148,TĂNG ÂM LƯỢNG TI VI,TĂNG ÂM LƯỢNG TI VI
1149,BẬT TI VI PHÒNG KHÁCH,BẬT TI VI PHÒNG KHÁCH
1150,MỞ BÀI ĐÔI MẮT TRONG MỘT TIẾNG,MỞ BÀI ĐÔI MẮT TRONG 1 TIẾNG
1151,MỞ NHẠC LÔ PHAI,MỞ NHẠC LÔ PHAI
1152,TẠI SAO CON NGƯỜI CÓ HAI CHÂN,TẠI SAO CON NGƯỜI CÓ HAI CHÂN
1153,MỘT CỘNG TÁM BẰNG MẤY,MỘT CỘNG TÁM BẰNG MẤY
1154,BỐ MÌNH ĐÂU RỒI,BỐ MÌNH ĐÂU RỒI
1155,SINH NHẬT CỦA LI SA,SINH NHẬT CỦA LI SA
1156,Ở TÔ KY Ô CÓ LẠNH KHÔNG,Ở TÔ KY Ô CÓ LẠNH KHÔNG
1157,THỜI TIẾT NĂM GIỜ CHIỀU HÔM NAY TẠI HIU TẦN,THỜI TIẾT 5 GIỜ CHIỀU HÔM NAY TẠI HIU TẦN
1158,THỜI TIẾT MƯỜI MỘT GIỜ ĐÊM NAY THẾ NÀO,THỜI TIẾT 11 GIỜ ĐÊM NAY THẾ NÀO
1159,THỜI TIẾT Ở HIU TẦN THẾ NÀO,THỜI TIẾT Ở HIU TẦN THẾ NÀO
1160,NHẮC TÔI MANG ĐỒ ĐI GIẶT VÀO SÁU GIỜ CHIỀU NGÀY MAI,NHẮC TÔI MANG ĐỒ ĐI GIẶT VÀO 6 GIỜ CHIỀU NGÀY MAI
1161,NHẮC TÔI ĐÁNH RĂNG MƯỜI MỘT GIỜ MỖI TỐI,NHẮC TÔI ĐÁNH RĂNG 11 GIỜ MỖI TỐI
1162,NHẮC TÔI PHA CÀ PHÊ TRONG BỐN MƯƠI BẢY PHÚT NỮA,NHẮC TÔI PHA CÀ PHÊ TRONG 47 PHÚT NỮA
1163,NHẮC TÔI ĐÓN EM LÚC SÁU GIỜ,NHẮC TÔI ĐÓN EM LÚC 6 GIỜ
1164,NHẮC TÔI TẮT MÁY LẠNH LÚC MƯỜI GIỜ TỐI MỖI NGÀY,NHẮC TÔI TẮT MÁY LẠNH LÚC 10 GIỜ TỐI MỖI NGÀY
1165,MỘT TIẾNG NỮA NHẮC TÔI LAU NHÀ,MỘT TIẾNG NỮA NHẮC TÔI LAU NHÀ
1166,ĐẶT BÁO THỨC LÚC TÁM GIỜ,ĐẶT BÁO THỨC LÚC 8 GIỜ
1167,MỞ BÓT KÉT BẤT KỲ,MỞ BÓT KÉT BẤT KỲ
1168,TẮT BÓT KẾT,TẮT BÓT KẾT
1169,BÓT CÁT SỨC KHỎE,BÓT CÁT SỨC KHỎE
1170,PHÁT VỚI TỐC ĐỘ TỐC ĐỘ MỘT CHẤM NĂM,PHÁT VỚI TỐC ĐỘ TỐC ĐỘ 1 CHẤM NĂM
1171,BÓT CÁT YÊU ĐƯƠNG,BÓT CÁT YÊU ĐƯƠNG
1172,MỞ BÓT CÁT CỦA VŨ HOÀNG,MỞ BÓT CÁT CỦA VŨ HOÀNG
1173,MỞ BÓT CÁT,MỞ BÓT CÁT
1174,MỞ TIN TỨC TRÊN VÊ TÊ VÊ BA,MỞ TIN TỨC TRÊN VÊ TÊ VÊ 3
1175,MỞ BÀI BÁO MỚI NHẤT CỦA VI EN ẸT RÉT,MỞ BÀI BÁO MỚI NHẤT CỦA VI EN ẸT RÉT
1176,MỞ RÂY ĐI Ô SỐ SÁU,MỞ RÂY ĐI Ô SỐ SÁU
1177,MỞ KÊNH RA ĐI Ô CA NHẠC,MỞ KÊNH RA ĐI Ô CA NHẠC
1178,NGÀY MỘT THÁNG NĂM LÀ NGÀY GÌ,NGÀY MỘT THÁNG NĂM LÀ NGÀY GÌ
1179,MỞ LU TÚT,MỞ LU TÚT
1180,TẮT LU TÚT,TẮT LU TÚT
1181,KỂ CHUYỆN MỘT TIẾNG,KỂ CHUYỆN MỘT TIẾNG
1182,KỂ PHẦN HAI,KỂ PHẦN 2
1183,KỂ BA CÂU CHUYỆN CỔ TÍCH,KỂ 3 CÂU CHUYỆN CỔ TÍCH
1184,TẮT TI VI PHÒNG NGỦ,TẮT TI VI PHÒNG NGỦ
1185,TĂNG ÂM LƯỢNG LÊN NĂM MƯƠI,TĂNG ÂM LƯỢNG LÊN 50
1186,MỞ AN BUM HOÀNG,MỞ AN BUM HOÀNG
1187,MỞ AN BUM HOÀNG,MỞ AN BUM HOÀNG
1188,TUA NHANH MƯỜI GIÂY,TUA NHANH MƯỜI GIÂY
1189,TUA LẠI MƯỜI GIÂY,TUA LẠI 10 GIÂY
1190,MỞ NHẠC TRONG BA MƯƠI PHÚT,MỞ NHẠC TRONG 30 PHÚT
1191,MỞ AN BUM MỚI NHẤT CỦA HOÀNG THÙY LINH,MỞ AN BUM MỚI NHẤT CỦA HOÀNG THÙY LINH
1192,MỞ NĂM BÀI HÁT BẤT KỲ,MỞ NĂM BÀI HÁT BẤT KỲ
1193,MỞ NHẠC CỦA BIN GÌ,MỞ NHẠC CỦA BIN GÌ
1194,MỘT CÂY VÀNG BAO NHIÊU TIỀN,MỘT CÂY VÀNG BAO NHIÊU TIỀN
1195,VÀNG BAO NHIÊU MỘT CÂY,VÀNG BAO NHIÊU 1 CÂY
1196,MỘT CỘNG MỘT BẰNG MẤY,MỘT CỘNG MỘT BẰNG MẤY
1197,CA NA ĐA THUỘC CHÂU LỤC NÀO,CA NA ĐA THUỘC CHÂU LỤC NÀO
1198,CA NA ĐA Ở ĐÂU,CA NA ĐA Ở ĐÂU
1199,NHẮC TÔI ĐI ĐỔ RÁC SAU BA GIỜ NỮA,NHẮC TÔI ĐI ĐỔ RÁC SAU 3 GIỜ NỮA
1200,HAI MƯƠI PHÚT SAU NHẮC TÔI ĐI HỌC BƠI,20 PHÚT SAU NHẮC TÔI ĐI HỌC BƠI
1201,MƯỜI PHÚT NỮA NHẮC TÔI TẮM CHO CHÓ,10 PHÚT NỮA NHẮC TÔI TẮM CHO CHÓ
1202,NHẮC TÔI ĂN CƠM LÚC MƯỜI HAI GIỜ,NHẮC TÔI ĂN CƠM LÚC 12 GIỜ
1203,GỌI TÔI DẬY LÚC SÁU GIỜ,GỌI TÔI DẬY LÚC 6 GIỜ
1204,MỞ BÓT CÁT GIẢI TRÍ,MỞ BÓT CÁT GIẢI TRÍ
1205,MỞ BÓT CÁT CÙNG BẠN SỐNG KHỎE,MỞ BÓT CÁT CÙNG BẠN SỐNG KHỎE
1206,MỞ BÓT CÁT ĐÀI VÊ Ô HẮC,MỞ BÓT CÁT ĐÀI VÊ Ô HẮC
1207,ĐỌC BÓT CÁT,ĐỌC BÓT CÁT
1208,MỞ BÓT CÁT,MỞ BÓT CÁT
1209,MỞ TIN CÔ VÍT,MỞ TIN CÔ VÍT
1210,MỞ RA ĐI Ô,MỞ RA ĐI Ô
1211,MỞ ĐÀI RA ĐI Ô VÊ Ô VÊ,MỞ ĐÀI RA ĐI Ô VÊ Ô VÊ
1212,MỞ RA ĐI Ô CHÍN CHÍN CHẤM CHÍN,MỞ RA ĐI Ô CHÍN CHÍN CHẤM CHÍN
1213,NGÀY MƯỜI TÁM THÁNG BA NĂM HAI KHÔNG HAI HAI LÀ NGÀY MẤY ÂM LỊCH,NGÀY 18 THÁNG BA NĂM HAI KHÔNG HAI HAI LÀ NGÀY MẤY ÂM LỊCH
1214,CA NA ĐA BÂY GIỜ ĐANG LÀ MẤY GIỜ,CA NA ĐA BÂY GIỜ ĐANG LÀ MẤY GIỜ
1215,NGÀY BA MƯƠI THÁNG TƯ LÀ NGÀY GÌ,NGÀY 30 THÁNG 4 LÀ NGÀY GÌ
1216,NGÀY HAI SÁU THÁNG BA LÀ NGÀY GÌ,NGÀY 2 SÁU THÁNG BA LÀ NGÀY GÌ
1217,BẬT LU TÚT,BẬT LU TÚT
1218,ĐỌC TRUYỆN SAU NĂM GIỜ NỮA,ĐỌC TRUYỆN SAU 5 GIỜ NỮA
1219,ĐỌC TRUYỆN TRONG HAI MƯƠI PHÚT,ĐỌC TRUYỆN TRONG 20 PHÚT
1220,KỂ CHUYỆN TỚI MƯỜI GIỜ TỐI,KỂ CHUYỆN TỚI 10 GIỜ TỐI
1221,ĐỌC MƯỜI TRUYỆN CỔ TÍCH NƯỚC NGOÀI,ĐỌC MƯỜI TRUYỆN CỔ TÍCH NƯỚC NGOÀI
1222,BAI,BAI
1223,TĂNG ÂM LƯỢNG TI VI,TĂNG ÂM LƯỢNG TI VI
1224,MỞ TI VI,MỞ TI VI
1225,HÈ LÔ,HÈ LÔ
1226,MỞ MƯỜI BÀI HÁT CỦA HỒ NGỌC HÀ,MỞ 10 BÀI HÁT CỦA HỒ NGỌC HÀ
1227,MỞ NHẠC ĐẾN BA GIỜ CHIỀU,MỞ NHẠC ĐẾN 3 GIỜ CHIỀU
1228,MỞ BÀI NHẠC CỦA NU PHƯỚC THỊNH,MỞ BÀI NHẠC CỦA NU PHƯỚC THỊNH
1229,MỞ BÀI ĐẾN VỚI NHAU LÀ SAI CỦA NU PHƯỚC THỊNH,MỞ BÀI ĐẾN VỚI NHAU LÀ SAI CỦA NU PHƯỚC THỊNH
1230,MỞ BÀI Ô KÊ EM BUỒN,MỞ BÀI Ô KÊ EM BUỒN
1231,HAI NGÀN CỘNG MỘT NGÀN BẰNG MẤY,2000 CỘNG 1000 BẰNG MẤY
1232,DỊCH DÙM TÔI CÂU CHO TÔI MƯỢN TIỀN SANG TIẾNG PHÁP,DỊCH DÙM TÔI CÂU CHO TÔI MƯỢN TIỀN SANG TIẾNG PHÁP
1233,XÓA BÁO THỨC LÚC SÁU GIỜ,XÓA BÁO THỨC LÚC 6 GIỜ
1234,XÓA HẾT NHẮC NHỞ DÙM TÔI,XÓA HẾT NHẮC NHỞ DÙM TÔI
1235,NHẮC TÔI UỐNG THUỐC LÚC TÁM GIỜ SÁNG MỖI NGÀY,NHẮC TÔI UỐNG THUỐC LÚC 8 GIỜ SÁNG MỖI NGÀY
1236,BỐN GIỜ CHIỀU NHẮC TÔI ĐI BƠI,4 GIỜ CHIỀU NHẮC TÔI ĐI BƠI
1237,ĐẶT BÁO THỨC SÁU GIỜ MỖI NGÀY,ĐẶT BÁO THỨC SÁU GIỜ MỖI NGÀY
1238,BÁO THỨC LÚC NĂM GIỜ RƯỠI SÁNG MAI,BÁO THỨC LÚC 5 GIỜ RƯỠI SÁNG MAI
1239,MỞ CHƯƠNG TRÌNH TRÒ TRUYỆN ĐÊM KHUYA,MỞ CHƯƠNG TRÌNH TRÒ TRUYỆN ĐÊM KHUYA
1240,MỞ TẬP MỘT CỦA CHƯƠNG TRÌNH NGUY CƠ,MỞ TẬP MỘT CỦA CHƯƠNG TRÌNH NGUY CƠ
1241,MỞ BÓT CÁT CỦA QUỐC KHÁNH,MỞ BÓT CÁT CỦA QUỐC KHÁNH
1242,MỞ BÓT CÁT,MỞ BÓT CÁT
1243,MỞ TIN TỨC KÊNH ÉP EM TÁM CHÍN CỦA VÊ Ô VÊ,MỞ TIN TỨC KÊNH ÉP EM 8 CHÍN CỦA VÊ Ô VÊ
1244,TIN TỨC HÔM NAY,TIN TỨC HÔM NAY
1245,MỞ CHƯƠNG TRÌNH TRÒ TRUYỆN ĐÊM KHUYA,MỞ CHƯƠNG TRÌNH TRÒ TRUYỆN ĐÊM KHUYA
1246,MỞ KÊNH GION ÉP EM,MỞ KÊNH GION ÉP EM
1247,MỞ ĐÀI VÊ Ô VÊ,MỞ ĐÀI VÊ Ô VÊ
1248,MỞ TIẾNG DÁ HAI LẦN,MỞ TIẾNG DÁ HAI LẦN
1249,CHO NGHE TIẾNG CON CANG GU RU,CHO NGHE TIẾNG CON CANG GU RU
1250,THÁNG NÀY CÓ NGÀY BA MƯƠI MỐT KHÔNG,THÁNG NÀY CÓ NGÀY 31 KHÔNG
1251,NGÀY BA MƯƠI LÀ THỨ MẤY,NGÀY 30 LÀ THỨ MẤY
1252,BÂY GIỜ Ở CA NA ĐA LÀ MẤY GIỜ,BÂY GIỜ Ở CA NA ĐA LÀ MẤY GIỜ
1253,MỞ ÂM LƯỢNG MỨC MƯỜI,MỞ ÂM LƯỢNG MỨC 10
1254,BẬT LU TÚT,BẬT LU TÚT
1255,KỂ LẠI TRUYỆN NÀY MỘT LẦN NỮA,KỂ LẠI TRUYỆN NÀY MỘT LẦN NỮA
1256,MỞ TRUYỆN MA TRONG NĂM TIẾNG,MỞ TRUYỆN MA TRONG NĂM TIẾNG
1257,MỞ NĂM TRUYỆN CỔ TÍCH ĐI,MỞ NĂM TRUYỆN CỔ TÍCH ĐI
1258,TĂNG NHIỆT ĐỘ MÁY LẠNH THÊM BA ĐỘ,TĂNG NHIỆT ĐỘ MÁY LẠNH THÊM 3 ĐỘ
1259,TẮT TI VI PHÒNG CỦA BIN,TẮT TI VI PHÒNG CỦA BIN
1260,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG HAI MƯƠI LĂM ĐỘ,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG 25 ĐỘ
1261,TẮT QUẠT SAU MỘT TIẾNG NỮA,TẮT QUẠT SAU 1 TIẾNG NỮA
1262,MỞ NHẠC ĐẾN BẢY GIỜ RƯỠI TỐI,MỞ NHẠC ĐẾN 7 GIỜ RƯỠI TỐI
1263,MỞ NHẠC DIU ÉT DIU KHÂY,MỞ NHẠC DIU ÉT DIU KHÂY
1264,MỞ NHẠC THIỀN TRONG MƯỜI LĂM PHÚT,MỞ NHẠC THIỀN TRONG 15 PHÚT
1265,MỞ BÀI ƯỚC MƠ CỦA MẸ NĂM LẦN,MỞ BÀI ƯỚC MƠ CỦA MẸ NĂM LẦN
1266,MỞ NHẠC BI A NÔ,MỞ NHẠC BI A NÔ
1267,QUẬN TÁM ĐANG CÓ MƯA KHÔNG,QUẬN TÁM ĐANG CÓ MƯA KHÔNG
1268,QUẬN BA CHIỀU NAY CÓ MƯA KHÔNG,QUẬN BA CHIỀU NAY CÓ MƯA KHÔNG
1269,QUẬN BA CHIỀU NAY CÓ MƯA,QUẬN 3 CHIỀU NAY CÓ MƯA
1270,NHIỆT ĐỘ BUỔI TRƯA TẠI QUẬN BA NHƯ THẾ NÀO,NHIỆT ĐỘ BUỔI TRƯA TẠI QUẬN 3 NHƯ THẾ NÀO
1271,THỜI TIẾT QUẬN BA TRƯA NAY,THỜI TIẾT QUẬN 3 TRƯA NAY
1272,CÁCH HAI MƯƠI PHÚC NHẮC TÔI UỐNG NƯỚC,CÁCH HAI MƯƠI PHÚC NHẮC TÔI UỐNG NƯỚC
1273,HỦY NHẮC NHỞ CHIỀU NAI,HỦY NHẮC NHỞ CHIỀU NAI
1274,ĐẶT BÁO THỨC NĂM GIỜ BA MƯƠI CHIỀU,ĐẶT BÁO THỨC NĂM GIỜ 30 CHIỀU
1275,BẢY GIỜ SÁNG MỖI NGÀI NHẮC TÔI THỨC DẬY,7 GIỜ SÁNG MỖI NGÀI NHẮC TÔI THỨC DẬY
1276,NĂM PHÚC NỮA NHẮC TÔI UỐNG NƯỚC,NĂM PHÚC NỮA NHẮC TÔI UỐNG NƯỚC
1277,NHẮC TÔI HAI TIẾNG NỮA TƯỚI CÂY,NHẮC TÔI HAI TIẾNG NỮA TƯỚI CÂY
1278,XÓA BÁO THỨC ĐI LÀM VÀO LÚC BẢY GIỜ SÁNG,XÓA BÁO THỨC ĐI LÀM VÀO LÚC 7 GIỜ SÁNG
1279,NHẮC TÔI ĐI LÀM LÚC BẢY GIỜ SÁNG,NHẮC TÔI ĐI LÀM LÚC 7 GIỜ SÁNG
1280,TÁC GIẢ CỦA BÓT CÁT NÀY LÀ AI,TÁC GIẢ CỦA BÓT CÁT NÀY LÀ AI
1281,MỞ BÓT CÁT TIẾP THEO,MỞ BÓT CÁT TIẾP THEO
1282,MỞ KINH PHẬT NÀY TRONG BA TIẾNG,MỞ KINH PHẬT NÀY TRONG 3 TIẾNG
1283,MỞ BÓT CÁT PHÁP LUẬT,MỞ BÓT CÁT PHÁP LUẬT
1284,MỞ BÓT CÁT THÌ THẦM,MỞ BÓT CÁT THÌ THẦM
1285,MỞ CHƯƠNG TRÌNH RA ĐI Ô,MỞ CHƯƠNG TRÌNH RA ĐI Ô
1286,ĐỌC TIN NGẮN TRONG NGÀI,ĐỌC TIN NGẮN TRONG NGÀI
1287,MỞ TIN TỨC CỦA VIỆT NAM ỊT RÉC,MỞ TIN TỨC CỦA VIỆT NAM ỊT RÉC
1288,MỞ TIN TỨC CÔ VÍT,MỞ TIN TỨC CÔ VÍT
1289,MỞ CHƯƠNG CHÌNH THỜI SỰ TRÊN VÊ Ô VÊ,MỞ CHƯƠNG CHÌNH THỜI SỰ TRÊN VÊ Ô VÊ
1290,MỞ RA ĐI Ô TẦN SỐ CHÍN MƯƠI CHÍN CHẤM CHÍN,MỞ RA ĐI Ô TẦN SỐ 99 CHẤM CHÍN
1291,MỞ RA ĐI Ô KÊNH VÊ Ô VÊ MỘT,MỞ RA ĐI Ô KÊNH VÊ Ô VÊ MỘT
1292,CHO PHÁT TIẾNG GIÓ MƯỜI LẦN,CHO PHÁT TIẾNG GIÓ MƯỜI LẦN
1293,MỞ TIẾNG SÓNG BIỂN ĐẾN MƯỜI GIỜ TỐI,MỞ TIẾNG SÓNG BIỂN ĐẾN 10 GIỜ TỐI
1294,PHÁT ÂM THANH TRẮNG TRONG MỘT TIẾNG,PHÁT ÂM THANH TRẮNG TRONG 1 TIẾNG
1295,NGÀY HAI MƯƠI THÁNG MƯỜI MỘT NHẰM NGÀY THỨ MẤY,NGÀY 20 THÁNG 11 NHẰM NGÀY THỨ MẤY
1296,MÙNG MƯỜI THÁNG BA LÀ NGÀY GÌ,MÙNG MƯỜI THÁNG BA LÀ NGÀY GÌ
1297,HỦY KẾT NỐI LU TÚT,HỦY KẾT NỐI LU TÚT
1298,BẬT LU TÚT,BẬT LU TÚT
1299,KỂ CHUYỆN CƯỜI TRONG BA MƯƠI PHÚC,KỂ CHUYỆN CƯỜI TRONG BA MƯƠI PHÚC
1300,KỂ CHUYỆN NGỤ NGÔN TRONG MỘT TIẾNG,KỂ CHUYỆN NGỤ NGÔN TRONG 1 TIẾNG
1301,TẮT TI VI,TẮT TI VI
1302,TĂNG NHIỆT ĐỘ MÁY LẠNH LÊN MƯỜI ĐỘ,TĂNG NHIỆT ĐỘ MÁY LẠNH LÊN 10 ĐỘ
1303,MỞ MÁY LẠNH MƯỜI TÁM ĐỘ,MỞ MÁY LẠNH 18 ĐỘ
1304,LẶP LẠI BÀI NÀY MƯỜI LẦN,LẶP LẠI BÀI NÀY MƯỜI LẦN
1305,PHÁT LẠI BÀI NÀY TRONG MƯỜI PHÚC,PHÁT LẠI BÀI NÀY TRONG 10 PHÚC
1306,MỞ NHẠC TRONG VÒNG BA MƯƠI GIÂY,MỞ NHẠC TRONG VÒNG 30 GIÂY
1307,MỞ NHẠC GIÁNG SINH,MỞ NHẠC GIÁNG SINH
1308,HAI NGÀN CỘNG MỘT BẰNG,2000 CỘNG 1 BẰNG
1309,GỌI QUÁN PI GIA,GỌI QUÁN PI GIA
1310,TÁM GIỜ NHẮC TÔI ĂN SÁNG,8 GIỜ NHẮC TÔI ĂN SÁNG
1311,GỌI TÔI DẬY LÚC BẢY GIỜ,GỌI TÔI DẬY LÚC 7 GIỜ
1312,XÓA NHẮC NHỞ LÚC BA GIỜ CHIỀU,XÓA NHẮC NHỞ LÚC 3 GIỜ CHIỀU
1313,NHẮC TÔI ĐI DẠO LÚC NĂM GIỜ MỖI NGÀY,NHẮC TÔI ĐI DẠO LÚC NĂM GIỜ MỖI NGÀY
1314,BA GIỜ CHIỀU NHẮC TÔI ĐI DẠO,3 GIỜ CHIỀU NHẮC TÔI ĐI DẠO
1315,ĐỌC DANH SÁCH NHẮC NHỞ CỦA TÔI,ĐỌC DANH SÁCH NHẮC NHỞ CỦA TÔI
1316,NĂM GIỜ CHIỀU NAY TAO CÓ NHẮC NHỞ GÌ KHÔNG,5 GIỜ CHIỀU NAY TAO CÓ NHẮC NHỞ GÌ KHÔNG
1317,MỖI NGÀY ĐÚNG SÁU GIỜ KÊU TAO DẬY,MỖI NGÀY ĐÚNG SÁU GIỜ KÊU TAO DẬY
1318,ĐẶT BÁO THỨC LÚC SÁU GIỜ,ĐẶT BÁO THỨC LÚC 6 GIỜ
1319,MỞ PÓT CÁT VẬT VỜ,MỞ PÓT CÁT VẬT VỜ
1320,MỞ RA ĐI Ô ÉP EM CHÍN CHÍN CHẤM CHÍN,MỞ RA ĐI Ô ÉP EM 9 CHÍN CHẤM CHÍN
1321,MỞ TIN VẮN,MỞ TIN VẮN
1322,MỞ VÊ Ô VÊ GIAO THÔNG,MỞ VÊ Ô VÊ GIAO THÔNG
1323,MỞ KÊNH CHÍN CHÍN CHẤM CHÍN,MỞ KÊNH CHÍN CHÍN CHẤM CHÍN
1324,MỞ RA ĐI Ô,MỞ RA ĐI Ô
1325,TĂNG ÂM LƯỢNG LÊN HAI MỨC,TĂNG ÂM LƯỢNG LÊN 2 MỨC
1326,ÂM LƯỢNG MỨC MỘT,ÂM LƯỢNG MỨC 1
1327,MỞ LU TÚT,MỞ LU TÚT
1328,TẮT TRUYỆN VÀO MỘT GIỜ ĐÊM,TẮT TRUYỆN VÀO 1 GIỜ ĐÊM
1329,TẮT TRUYỆN SAU MỘT TIẾNG NỮA,TẮT TRUYỆN SAU 1 TIẾNG NỮA
1330,ĐỌC TRUYỆN TRONG VÒNG HAI GIỜ,ĐỌC TRUYỆN TRONG VÒNG 2 GIỜ
1331,ĐỌC TRUYỆN ĐẾN MƯỜI MỘT GIỜ ĐÊM,ĐỌC TRUYỆN ĐẾN 11 GIỜ ĐÊM
1332,ĐỌC NĂM TRUYỆN CỔ TÍCH,ĐỌC NĂM TRUYỆN CỔ TÍCH
1333,ĐỌC TRUYỆN AN ĐÉC XEN,ĐỌC TRUYỆN AN ĐÉC XEN
1334,KỂ TRUYỆN SỰ TÍCH THẠCH SÙNG,KỂ TRUYỆN SỰ TÍCH THẠCH SÙNG
1335,TẮT NHẠC SAU BA MƯƠI PHÚT NỮA,TẮT NHẠC SAU 30 PHÚT NỮA
1336,PHÁT NHẠC ĐẾN MƯỜI GIỜ TỐI,PHÁT NHẠC ĐẾN 10 GIỜ TỐI
1337,MỞ BÀI NGÀY ĐẦU TIÊN BA LẦN,MỞ BÀI NGÀY ĐẦU TIÊN BA LẦN
1338,MỞ MƯỜI BÀI NHẠC THIẾU NHI,MỞ 10 BÀI NHẠC THIẾU NHI
1339,PHÁT NHẠC HÒA TẤU TRONG HAI GIỜ,PHÁT NHẠC HÒA TẤU TRONG 2 GIỜ
1340,ĐI MAI CA,ĐI MAI CA
1341,DỪNG PHÁT NGAY VÀ LUÔN ĐI MAI CA ƠI,DỪNG PHÁT NGAY VÀ LUÔN ĐI MAI CA ƠI
1342,QUA BÀI KHÁC ĐI MAI CA ƠI,QUA BÀI KHÁC ĐI MAI CA ƠI
1343,QUA BÀI KHÁC ĐI MAI CA ƠI,QUA BÀI KHÁC ĐI MAI CA ƠI
1344,QUA BÀI HÁT ĐI MAI CA ƠI,QUA BÀI HÁT ĐI MAI CA ƠI
1345,QUA BÀI KHÁC ĐI MAI CA ƠI,QUA BÀI KHÁC ĐI MAI CA ƠI
1346,MỞ BÀI KHÁC ĐI MAI CA ƠI,MỞ BÀI KHÁC ĐI MAI CA ƠI
